时间,位移,力
(s),(mm),(N)
"10.9410","120.0001","1.4264"
"10.9610","120.0001","1.4243"
"10.9810","120.0001","1.4244"
"11.0010","120.0001","1.4212"
"11.0210","120.0001","1.4248"
"11.0410","120.0001","1.4215"
"11.0610","120.0001","1.4248"
"11.0810","120.0001","1.4183"
"11.1010","120.0001","1.4224"
"11.1210","120.0001","1.4171"
"11.1410","120.0001","1.4194"
"11.1610","120.0001","1.4144"
"11.1810","120.0001","1.4183"
"11.2010","120.0001","1.4137"
"11.2210","120.0001","1.4173"
"11.2410","120.0001","1.4114"
"11.2610","120.0001","1.4153"
"11.2810","120.0001","1.4090"
"11.3010","120.0001","1.4125"
"11.3210","120.0001","1.4077"
"11.3410","120.0001","1.4117"
"11.3610","120.0001","1.4086"
"11.3810","120.0001","1.4113"
"11.4010","120.0001","1.4061"
"11.4210","120.0001","1.4092"
"11.4410","120.0001","1.4037"
"11.4610","120.0001","1.4093"
"11.4810","120.0001","1.4031"
"11.5010","120.0001","1.4060"
"11.5210","120.0001","1.4022"
"11.5410","120.0001","1.4041"
"11.5610","120.0001","1.4015"
"11.5810","120.0001","1.4044"
"11.6010","120.0001","1.4002"
"11.6210","120.0001","1.4019"
"11.6410","120.0001","1.3973"
"11.6610","120.0001","1.3981"
"11.6810","120.0001","1.3954"
"11.7010","120.0001","1.3962"
"11.7210","120.0001","1.3963"
"11.7410","120.0001","1.3963"
"11.7610","120.0000","1.3941"
"11.7810","120.0000","1.3948"
"11.8010","120.0000","1.3927"
"11.8210","120.0000","1.3930"
"11.8410","120.0000","1.3911"
"11.8610","120.0000","1.3895"
"11.8810","120.0000","1.3899"
"11.9010","120.0000","1.3882"
"11.9210","120.0000","1.3886"
"11.9410","120.0000","1.3861"
"11.9610","120.0000","1.3867"
"11.9810","120.0000","1.3850"
"12.0010","120.0000","1.3854"
"12.0210","120.0000","1.3820"
"12.0410","120.0000","1.3842"
"12.0610","120.0000","1.3815"
"12.0810","120.0000","1.3856"
"12.1010","120.0000","1.3800"
"12.1210","120.0000","1.3842"
"12.1410","120.0000","1.3788"
"12.1610","120.0000","1.3823"
"12.1810","120.0000","1.3768"
"12.2010","120.0000","1.3793"
"12.2210","120.0000","1.3756"
"12.2410","120.0000","1.3788"
"12.2610","120.0000","1.3737"
"12.2810","120.0000","1.3783"
"12.3010","120.0000","1.3739"
"12.3210","120.0000","1.3761"
"12.3410","120.0000","1.3714"
"12.3610","120.0000","1.3730"
"12.3810","120.0000","1.3707"
"12.4010","120.0000","1.3742"
"12.4210","120.0000","1.3693"
"12.4410","120.0000","1.3725"
"12.4610","120.0000","1.3679"
"12.4810","120.0000","1.3709"
"12.5010","120.0000","1.3651"
"12.5210","120.0000","1.3674"
"12.5410","120.0000","1.3661"
"12.5610","120.0000","1.3703"
"12.5810","120.0000","1.3660"
"12.6010","120.0000","1.3642"
"12.6210","120.0000","1.3615"
"12.6410","120.0000","1.3652"
"12.6610","120.0000","1.3613"
"12.6810","120.0000","1.3644"
"12.7010","120.0000","1.3619"
"12.7210","120.0000","1.3629"
"12.7410","120.0000","1.3603"
"12.7610","120.0000","1.3628"
"12.7810","120.0000","1.3611"
"12.8010","120.0000","1.3602"
